NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/FMC-2018-Q2/arff/298_m_3.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/FMC-2018-Q2/arff/185_m_1.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/FMC-2018-Q2/arff/287_m_1.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/FMC-2018-Q2/arff/286_m_1.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/FMC-2018-Q2/arff/361_m_0.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/FMC-2018-Q2/arff/360_m_0.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/FMC-2018-Q2/arff/236_m_4.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/FMC-2018-Q2/arff/154_m_3.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/FMC-2018-Q2/arff/153_m_1.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/FMC-2018-Q2/arff/151_m_1.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/FMC-2018-Q2/arff/148_m_1.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/FMC-2018-Q2/arff/147_m_1.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/FMC-2018-Q2/arff/359_m_0.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/FMC-2018-Q2/arff/314_m_2.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/FMC-2018-Q2/arff/315_m_2.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/FMC-2018-Q2/arff/318_m_2.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/FMC-2018-Q2/arff/306_m_1.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/FMC-2018-Q2/arff/322_m_3.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/FMC-2018-Q2/arff/327_m_3.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/FMC-2018-Q2/arff/305_m_1.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/FMC-2018-Q2/arff/303_m_3.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/FMC-2018-Q2/arff/350_m_4.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/FMC-2018-Q2/arff/349_m_4.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/FMC-2018-Q2/arff/347_m_3.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/FMC-2018-Q2/arff/337_m_3.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/FMC-2018-Q2/arff/336_m_3.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/FMC-2018-Q2/arff/163_m_1.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/FMC-2018-Q2/arff/246_m_1.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/FMC-2018-Q2/arff/242_m_1.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/FMC-2018-Q2/arff/239_m_4.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/FMC-2018-Q2/arff/238_m_4.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/FMC-2018-Q2/arff/237_m_4.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/FMC-2018-Q2/arff/235_m_1.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/FMC-2018-Q2/arff/223_m_3.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/FMC-2018-Q2/arff/221_m_1.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/FMC-2018-Q2/arff/247_m_1.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/FMC-2018-Q2/arff/274_m_4.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/FMC-2018-Q2/arff/273_m_4.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/FMC-2018-Q2/arff/270_m_1.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/FMC-2018-Q2/arff/269_m_1.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/FMC-2018-Q2/arff/267_m_1.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/FMC-2018-Q2/arff/263_m_1.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/FMC-2018-Q2/arff/262_m_1.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/FMC-2018-Q2/arff/258_m_1.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/FMC-2018-Q2/arff/256_m_1.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/FMC-2018-Q2/arff/255_m_1.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/FMC-2018-Q2/arff/251_m_1.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/FMC-2018-Q2/arff/249_m_1.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/FMC-2018-Q2/arff/211_m_3.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/FMC-2018-Q2/arff/192_m_3.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/FMC-2018-Q2/arff/198_m_3.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/FMC-2018-Q2/arff/202_m_3.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/FMC-2018-Q2/arff/203_m_3.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/FMC-2018-Q2/arff/204_m_3.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/FMC-2018-Q2/arff/205_m_3.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/FMC-2018-Q2/arff/209_m_3.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/FMC-2018-Q2/arff/191_m_3.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/FMC-2018-Q2/arff/169_m_1.arff
NEGATIVE,/media/raphael/masterspass2/masterSpass/wav_sentences/FMC-2018-Q2/arff/171_m_1.arff
